"entidad","municipio","clave_1","clave_2","razon_social","ubicacion","colonia","cp","telefono","correo","inicio_operaciones","magna","premium","diesel","latitude","longitude"
"DISTRITO FEDERAL","TLALPAN","E10402",114522,"SERVICIO SIETE BANDERAS, S.A. DE C.V.","CARRETERA PICACHO AJUSCO NO. 537","Heroes de Padierna","14240","22325860","magarnica@prodigy.net.mx -victorin10mx@hotmail.com","20-Aug-10","S","S","S",19.2987092,-99.2108851
"DISTRITO FEDERAL","TLALPAN","E10439",114559,"SERVICIO GAS TLALPAN AJUSCO, S.A. DE C.V.","CARRETERA PICACHO AJUSCO NO. 914","Heroes de Padierna","14200","44292035","magarnica@prodigy.net.mx -victorin10mx@hotmail.com","24-Sep-10","S","S","S",19.2987092,-99.2108851
"DISTRITO FEDERAL","TLALPAN","E10924",115044,"GASOLINERIA COLEGIO MILITAR, S.A. DE C.V.","AUTOPISTA MEXICO CUERNAVACA NO. 4367","SAN PEDRO MARTIR","14650","55-11-21-86","es10924@corpogas.com.mx, gerardo@corpogas.com.mx,","25-Nov-11","S","S","S",19.2636242,-99.1705253
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E00004",107846,"SERVICIO DELORRE , S.A. DE C.V.","H. Congreso de La Union No. 22","Popular Rastro","15220","57953818 y 57041263","servicio_delorre@prodigy.net.mx","17-May-93","S","S","N",19.4507805,-99.115493
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E00038",107854,"SERVICIO NORTE, S.A. DE C.V.","AV. CANAL DEL NORTE NO. 156","Popular Rastro","15220","5789-9497 5789-9343","servicionorte_5@hotmail.com","19-Jun-96","S","S","N",19.4525728,-99.1186381
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E00060",107878,"GRUPO GENDE, S.A. DE .C.V.","AV. DEL TRABAJO NO. 60","Morelos","15270","57028317","grupogende60@hotmail.com","29-Jul-97","S","S","N",19.4423288,-99.1227617
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E00088",107877,"FIGUER-GAS, SA DE CV","HEROES DE NACOZARI NO. 54","Morelos","15280","26165508, 26165543","jcpmerelles@hotmail.com","13-Oct-00","S","S","S",19.5343989,-101.6177523
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E00091",107896,"SERVICIO BOTURINI, S.A. DE C.V.","AV. LORENZO BOTURINI NO. 479","LORENZO BOTURINI","15820","55112186","es0091@corpogas.com.mx,gerardo@corpogas.com.mx,fel","14-Oct-93","S","S","S",19.4169064,-99.1217536
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E00095",107871,"ESTACION LA LAGUNA, S.A. DE C.V.","CALZADA PENA y PENA NO. 84-86","Morelos","15270","57020063","estacionlalaguna@gmail.com","14-Sep-00","S","S","N",20.5654779,-100.3836667
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E00097",107917,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.","GENERAL ANAYA NO. 175 Y  FRANCISCO MORAZAN","Merced Balbuena","15810","52623800","controlesvolumetricos@hidrosina.com.mx","11-Nov-99","S","S","S",19.4121369,-99.0897375
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E00136",107895,"SERVICIO MADERO, S.A. DE C.V.","LABRADORES NO. 102","MORELOS","15270","57895085","es0136@corpogas.com.mx,hugo.castellanos@corpogas.c","14-Oct-93","S","S","S",19.4431478,-99.1178393
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E00137",107936,"CORPORACION GASOLINERA MILLENIUM, S.A. DE C.V.","JOSE JUAQUIN HERRERA NO. 110","Morelos","15270","52623800","controlesvolumetricos@hidrosina.com.mx","4-Feb-00","S","S","N",19.4390285,-99.1290827
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E00205",107894,"SERVICIO RAGGAS, SA DE CV","AV. 16 NO. 13","Ignacio Zaragoza","15000","57629705","jr.allende@gmail.com","10-Apr-00","S","S","N",19.4158871,-99.0962952
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E02506",107912,"COMERCIAL ULISES, S.A. DE C.V.","CALZADA IGNACIO ZARAGOZA NO. 753","PUEBLA","15024","52033666","ulises-vol@saigsa.com.mx","11-Mar-99","S","S","S",19.4101718,-99.0803331
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E02509",107891,"MARIA JOSEFINA RODRIGUEZ GUTIERREZ","AV. MORELOS NO. 550","Magdalena Mixhuca","15850","","","12-Feb-93","S","S","N",19.4084754,-99.1137775
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E02519",107903,"OCTANT, S.A. DE C.V.","AV. OCEANIA NO. 235","Pensador Mexicano","15510","55-51-30-90","e_octant@yahoo.com.mx","29-Apr-94","S","S","N",19.4455556,-99.0872436
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E02748",107901,"SERVICIOS GASOLINEROS, S.A.","AV. RIO CONSULADO NO. 180","PENON DE LOS BANOS","15510","15601667","vmsg@prodigy.net.mx","15-Aug-94","S","S","N",19.4588003,-99.1186045
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E02783",107937,"SERVICIO MACARMEX, S.A. DE C.V.","AV PENON NO. 30","REVOLUCION","15460","10907243","infopemex@estacionesruta.com","31-Mar-98","S","S","N",19.4396072,-99.0898841
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E02798",107935,"SERVICIO CIUDAD DEPORTIVA, S.A. DE C.V.","AV. RIO DE LA PIEDAD NO. 156  Y CALLE 47","IGNACIO ZARAGOZA","15000","55718197","serviciocddeportiva@hotmail.com","19-Jan-98","S","S","N",19.347482,-99.0428281
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E02971",107899,"GRAZIELLA DEL SOCORRO SALAZAR Y MEDINA","AV. SANTOS DUMONT NO. 192","Aviacion Civil","15740","","","26-Nov-96","S","N","N",19.4177608,-99.0780307
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E03451",107866,"AEROPUERTOS Y SERVICIOS AUXILIARES","AV. CARLOS LEON AEROPUERTO INTERNACIONAL CD. MEXICO","PENON  DE LOS BANOS","15520","51331000","mtt.jestacion@asa.gob.mx","21-Apr-97","S","S","S",19.4396467,-99.0826827
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E04099",107863,"ESTACIONES ECOLOGICAS DE SERVICIOS, S.A. DE C.V.","BOULEVARD PUERTO AEREO NO. 272","Moctezuma 2a Seccion","15710","43263224","oscar@estacioneses.com.mx","30-Sep-94","S","S","N",19.4287385,-99.0916242
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E04332",107882,"SERVICO ALLENDE CONTINENTAL, S.A. DE C.V.","AV. FRAY SERVANDO TERESA DE MIER NO. 965","Jardin Balbuena","15900","55711030  o 55717238","allendecontinental@hotmail.com","2-Oct-95","S","S","N",19.4129436,-99.1055334
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E04647",107875,"ESTACIONES ECOLOGICAS DE SERVICIOS, S.A. DE C.V.","CALZADA IGNACIO ZARAGOZA NO. 212","Moctezuma ","15530","43263224","oscar@estacioneses.com.mx","9-Dec-96","S","S","N",19.4244635,-99.1041343
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E04900",107880,"ADMINISTRADORA BOTURINI, SA DE CV","LORENZO BOTURINI NO. 362","LORENZO BOTURINI","15820","55526210","es4900@corpogas.com.mx,victor.moran@corpogas.com.m","21-Oct-97","S","S","S",19.416898,-99.1216594
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E05284",108679,"CONSORCIO RIO CONSULADO, S.A. DE C.V.","AV. RIO CONSULADO NO. 2011","Valle Gomez","15210","5555176579","es5284@gasfar.com;marcoschalla@gasfar.com","12-Feb-99","S","S","N",19.4469155,-99.0883408
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E05680",109337,"SERVICIO CONSULADO, SA DE CV","RIO CONSULADO Y RUPIAS NO. 100","AQUILES SERDAN","15430","5511-21-86","es5680@corpogas.com.mx,victor.moran@corpogas.com.m","11-Jul-00","S","S","N",19.4789665,-99.1184779
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E05798",109548,"ESTACION DE SERVICIOS PARA AUTOS CIRCUITO, SA DE CV","Av. Rio Consulado No. 2955","Pensador Mexicano","15510","57717078 57713745","circuito-gas5798@hotmail.com","2-Jan-01","S","S","S",19.4514575,-99.1049564
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E05832",109628,"INMOBILIARIA LOS REYES FIASA, SA DE CV","BOULEVARD PUERTO AEREO NO. 134","MOCTEZUMA 2DA. SECCION","15530","55710600","wallacealejandro@aol.com","15-Jun-01","S","S","S",19.3527626,-99.0047106
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E07664",111784,"ESTACION DE SERVICIO NUEVO MILENIO S.A. DE C.V.","NORTE 180 NO. 574","PENSADOR MEXICANO","15510","26036717","es7664@corpogas.com.mx","5-Oct-07","S","S","S",19.4430942,-99.0854787
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E07680",111800,"OPERADORA LA PIEDAD, S.A. DE C.V.","VIADUCTO RIO LA PIEDAD NO. 1048","Puebla","15020","63 80 33 51","gcejudogarcia@yahoo.com.mx","13-Sep-04","S","S","N",19.4076133,-99.0837977
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","E10326",114446,"PERSIMOBILE, S.A. DE C.V.","AV. EDUARDO MOLINA NO.422","AMPLIACION LA MICHOACANA","15240","52 55 22 82","heroes1@webtelmex.net.mx","3-May-10","S","S","N",19.4476964,-99.1112647
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","J01010",1400172,"AUTOBUSES DE ORIENTE ADO, S.A. DE C.V.","EMILIANO ZAPATA NO. 271","AMPLIACION SIMON BOLIVAR","15410","57-71-99-03","fcarrera@grupoado.com.mx","7-Apr-98","N","N","S",24.0465865,-104.6498092
"DISTRITO FEDERAL","VENUSTIANO CARRANZA","J01014",1400179,"AUTOBUSES DE ORIENTE ADO, S.A. DE C.V.","ARTILLEROS NO. 166","10 de mayo","15390","51332646","bcastillo@grupoado.com.mx  y mdcmartinez@grupoado.","8-Dec-95","N","N","S",19.4319725,-99.1137252
"DISTRITO FEDERAL","XOCHIMILCO","E02873",108077,"GASOLINERIAS PS, S.A. DE C.V.","AV. GUADALUPE I RAMIREZ  NO. 351","Potrero San Bernardino","16030","56 76 14 09","sigloxxi_xochimilco@yahoo.com.mx","19-Nov-92","S","S","S",19.2698385,-99.1200213
"DISTRITO FEDERAL","XOCHIMILCO","E03100",108076,"ERNESTO AGUILAR CORDERO (SU SUCESION)","CALZADA XOCHIMILCO TULYEHUALCO NO. 58","Xaltocan","16090","","","6-Jan-94","S","S","S",19.246279,-99.0939222
"DISTRITO FEDERAL","XOCHIMILCO","E04961",107994,"NIVEL SUPERIOR DE SERVICIO, S.A. DE C.V.","PERIFERICO SUR NO. 7421","Rinconada Coapa","14330","56735545","nss.gasolinera@gmail.com","6-Apr-98","S","S","S",19.2981689,-99.1131054
"DISTRITO FEDERAL","XOCHIMILCO","E05450",108894,"INMOBILIARIA TEPEPAN, SA DE CV","CAMINO REAL A XOCHIMILCO NO. 25","LA NORIA","16030","55-11-21-86","es5450@corpogas.com.mx, gerardo@corpogas.com.mx","4-Oct-99","S","S","S",19.267017,-99.1276921
"DISTRITO FEDERAL","XOCHIMILCO","E05679",109336,"MARIA DEL CARMEN BUENO TESTAS","AV. PROLONGACION DIVISION DEL NORTE NO. 5322","Potrero San Bernardino","16050","","","2-Nov-01","S","S","N",19.2734901,-99.1197934
"DISTRITO FEDERAL","XOCHIMILCO","E10558",114678,"GASOLINERIA MALLORCA, S.A. DE C.V.","AQUILES SERDAN NO. 238","LAS ANIMAS TULYEHUALCO","16700","21613650","es10558@corpogas.com.mx, gerardo@corpogas.com.mx,","28-Dec-10","S","S","S",19.2568667,-99.0176249
"DISTRITO FEDERAL","XOCHIMILCO","E11001",115121,"SERVICIO TULYEHUALCO, S.A. DE C.V.","Francisco I. Madero No. 369","Santiago Tulyehualco","16740","59591202","juancarlos_rv@yahoo.com.mx","1-Dec-11","S","S","S",19.2708156,-99.0051991
"DISTRITO FEDERAL","XOCHIMILCO","E11437",115557,"SERVICIO CUEXOCH S.A.DE C.V","PERIFERICO SUR NO. 7685","CUEMANCO-XOCHIMILCO","16060","56094973","servicio.cuexoch@hotmail.com","20-Dec-12","S","S","S",19.28689,-99.102191
"DISTRITO FEDERAL","XOCHIMILCO","J01280",1400396,"RED DE TRANSPORTE DE PASAJEROS DEL DISTRITO FEDERAL","AQUILES SERDAN NO. 5865","Pueblo de Tulyehualco","16700","57053616","sserrano@rtp.gob.mx","3-Nov-04","N","N","S",19.2585165,-99.0218721
"MEXICO","ACAMBAY DE RUIZ CASTAÑEDA","E11451",115571,"EZEQUIEL ANTONIO FLORES GONZALEZ","CARRETERA PANAMERICANA KM.86+500 NO. 28","CENTRO","50300","","","11-Mar-13","S","S","N",20.5007176,-100.1431554
"MEXICO","ACOLMAN","E00272",107808,"OPERADORA GASOIL, SA DE CV","CARRETERA MEXICO-TEOTIHUACAN KM. 34.5 ","TEPEXPAN","55885","01 59495 70129","israel.contreras@opgasoil.com.mx","18-Aug-95","S","N","S",19.6228251,-98.9343084
"MEXICO","ACOLMAN","E06972",111092,"GASATEC, S.A. DE C.V.","CARRETERA FEDERAL VENTA DE CARPIO-TULANCINGO KM. 6.100","SEGUNDA SECCION ANAHUAC","55885","52515957","gasatecsa@yahoo.com.mx","15-Sep-03","S","S","S",27.2411648,-100.1334335
"MEXICO","ACOLMAN","E09827",113947,"EXACTOGAS, S.A. DE C.V.","CARRETERA TEXCOCO-LECHERIA SOLAR 75","Plan de Guadalupe","55885","50019851 Nex43308885","jesus.marquez@prodigy.net.mx","15-Jun-09","S","S","S",25.683333,-100.266667
"MEXICO","ACOLMAN","E10325",114445,"SERVICIO ATLAUTENCO,S.A. DE C.V.","CARRETERA FEDERAL MEXICO-PIRAMIDES NO. 3","Acolman de Nezahualcoyotl","55870","594 9569537","es10325@hotmail.com","17-Jun-10","S","S","S",19.6396357,-98.9122224
"MEXICO","ACOLMAN","E10524",114644,"MARIA ANGELICA GARCIA SANCHEZ","AV. CONSTITUCION NO. 121","San Bartolo","58700","","","7-Jun-11","S","S","S",19.7011969,-103.4676005
"MEXICO","ACOLMAN","E11086",115206,"SERVICIO CHIPILTEPEC, S.A. DE C.V.","Av. Veracruz No. 1","San Mateo Chipiltepec","55890","9570150","felipemv55@hotmail.com","8-May-12","S","S","S",19.6153114,-98.9124217
"MEXICO","ACOLMAN","J01393",1400509,"MARTINEZ VILLEGAS S.A. DE C.V.","PARCELA NO. 253","San Miguel Totolcingo","55885","19893765","licisaacsoriano@yahoo.com.mx","29-Jul-13","N","N","S",19.617404,-98.9617984
"MEXICO","ACULCO","E00862",107754,"SERVICIO ACULCO, S.A. DE C.V.","CARRETERA ARROYO ZARCO-ACULCO KM. 12","SANTA MARIA NATIVITAS","43740","01-7181112097","galindosanz@hotmail.com","7-Apr-93","S","S","S",17.6608096,-97.3353081
"MEXICO","ACULCO","E08642",112762,"COMBUSTIBLES LA ESTANCIA, S.A. DE C.V.","CARRETERA TOLUCA PALMILLAS KM. 118+400","S/C","50360","01 7121350606","g_estancia@hotmail.com","28-Dec-06","S","S","S",19.769032,-98.5825313
"MEXICO","ACULCO","E08665",112785,"MELITON ALCANTARA ANDRADE","CARRETERA TOLUCA-PALMILLAS KM. 109+350","S/C","50360","","","7-Mar-07","S","S","S",19.769032,-98.5825313
"MEXICO","ALMOLOYA DE ALQUISIRAS","E03349",106618,"ORVI COMBUSTIBLES, S.A. DE C.V.","AV JUAREZ  S/N","JALTEPEC","51860","722 2707030 2707031","orviarza@prodigy.net.mx","19-Jan-93","S","S","S",20.1453477,-98.4396925
"MEXICO","ALMOLOYA DE JUAREZ","E02566",106557,"GASOLINERA ALMOLOYA, S.A DE C.V","GUERRERO NO. 16",".","00000","(725) 136-33-48","servi_almoloya@yahoo.com.mx","7-Mar-94","S","N","S",19.4741502,-99.1525143
"MEXICO","ALMOLOYA DE JUAREZ","E07904",112024,"SERVICIO CUBIJA, S.A DE C.V","CARRT. TOLUCA-ALMOLOYA DE JUAREZ KM 4.54.5","SANTIAGUITO TLALCILALCALLI","50900","01-55-5607-7269","SIRAGO2831@HOTMAIL.COM","1-Dec-04","S","S","S",19.3383067,-99.7282404
"MEXICO","ALMOLOYA DE JUAREZ","E08098",112218,"PLAZA REAL DE MINA, S.A. DE C.V.","CARRETERA TOLUCA ATLACOMULCO KM. 16","LOCALIDAD EJIDO MINA MEXICO","50900","01722-272-1140,01722","nvazquez_duarte@hotmail.com","30-May-05","S","S","S",19.3033613,-99.7650804
"MEXICO","AMECAMECA","E00222",107983,"MANUEL GUERRERO REYES","CARRETERA MEXICO-CUAUTLA KM. 61.240 ","CENTRO","56900","","","14-Jun-94","S","S","S",18.8126047,-98.9548261
"MEXICO","AMECAMECA","E00224",107981,"SUPER SERVICIO CASTRO FLORES, SA DE CV","Av. 20 de Noviembre No. 89","S/COLONIA","56900","015979772196","esscf224@prodigy.net.mx","26-Apr-94","S","N","N",19.4200084,-99.1400121
"MEXICO","AMECAMECA","E09233",113353,"EL CICLOPE DEL ORIENTE, S.A. DE C.V.","CARRETERA FEDERAL MEXICO-CUAUTLA KM. 57 ","San Francisco Zentlalpan","56930","01(597)9780697","garcia_rosco@hotmail.com","8-Aug-08","S","S","S",19.1590443,-98.7799235
"MEXICO","APAXCO","E00225",107777,"SERVICIOS ENERGETICOS APASCO, S.A. DE C.V.","AV. JUAREZ SUR NO. 27","Centro","55660","015999980972","cervantes-jose@hotmail.com","27-Jan-94","S","S","S",25.4781143,-108.0751009
"MEXICO","ATENCO","E05726",109413,"SERVICIO COL, SA DE CV","CARRETERA TEXCOCO-LECHERIA KM. 27","SAN FREANCISCO ACUEXCOMAC","56300","015959538416","serviciocol@prodigy.net.mx","6-Sep-00","S","S","S",19.565699,-98.912727
"MEXICO","ATENCO","E08675",112795,"ESTACION DE SERVICIO MU$OZABA S.A. DE C.V.","CARRETERA TEXCOCO-LECHERIA KM. 24+300","San Salvador Atenco","56300","015959311691","esmunozaba@prodigy.net.mx","13-Jun-07","S","S","S",19.5561338,-98.9190152
"MEXICO","ATIZAPAN DE ZARAGOZA","E00226",108163,"SERVICIO SANTA FE, S.A.","AV. JUAREZ NO. 66","JARDINEZ DE ATIZAPAN ","52978","58-24-17-99","s_santafe@prodigy.net.mx","11-May-94","S","S","S",19.5286437,-99.2322397
"MEXICO","ATIZAPAN DE ZARAGOZA","E03116",108158,"ESTACION DE SERVICIO EXTREMADURA, S.A. DE C.V.","BOULEVARD ADOLFO LOPEZ MATEOS S/N","RESIDENCIAL LAS ALAMEDAS","53690","55-11-21-86","es3116@corpogas.com.mx, gerardo@corpogas.com.mx, f","4-Sep-97","S","S","N",19.0670461,-98.2115733
"MEXICO","ATIZAPAN DE ZARAGOZA","E03341",108241,"SERVICIO JINETES, S.A. DE C.V.","CALZADA JINETES NO. 108","FRACCIOAMIENTO LAS ARBOLEDAS","52950","53-70-31-97","sirago2831@hotmail.com.mx","19-May-93","S","S","N",19.5623362,-99.2230776
"MEXICO","ATIZAPAN DE ZARAGOZA","E03846",108234,"SERVICIO GEREDIN, S. DE R.L.","CARRETERA LAGO DE GUADALUPE KM. 3 + 500","Margarita Maza de Juarez","52926","53-05-14-75- 14-28","sgeredin@yahoo.com.mx","12-Nov-92","S","S","S",19.5932307,-99.2292417
"MEXICO","ATIZAPAN DE ZARAGOZA","E05000",108127,"SUPER SERVICIO DLT, S.A. DE C.V.","CARRETERA ATIZAPAN-VILLA NICOLAS ROMERO KM. 9.5","EL PEDREGAL","52940","11061280","rodolfo_garcia_m@grupobrago.com.mx","15-May-98","S","S","S",19.4249548,-99.2035916
"MEXICO","ATIZAPAN DE ZARAGOZA","E05063",108366,"DESECHOS BIOLOGICOS E INDUSTRIALES, S.A. DE C.V.","AV. DR. JORGE JIMENEZ CANTU NO. 87","Rancho Viejo","52930","36-40-22-50","aramirez@debisa.com.mx","23-Apr-98","S","S","S",19.2751411,-99.2422667
"MEXICO","ATIZAPAN DE ZARAGOZA","E05636",109251,"SERVICIO VEGA ATIZAPAN, SA DE CV","BOULEVARD RUIZ CORTINEZ NO. 7-A","PARAISO AVICOLA","52918","55-11-21-86","es5636@corpogas.com.mx,gerardo@corpogas.com.mx,fel","30-Jun-00","S","S","S",25.4450305,-100.9404189
"MEXICO","ATIZAPAN DE ZARAGOZA","E05734",109431,"SUPER SERVICIO DLT, S.A. DE C.V.","BOULEVARD ADOLFO LOPEZ MATEOS NO. 101","El Mosco","52975","11061280","rodolfo_garcia_m@grupobrago.com.mx","3-Aug-00","S","S","S",19.5556546,-99.2428246
"MEXICO","ATIZAPAN DE ZARAGOZA","E06949",111069,"ALBERTO MICHA KABLY","CARRETERA LAGO DE GUADALUPE MZ. 128 LT. 25","San Miguel Xochimanga","52927","","","16-May-03","S","S","N",19.5799318,-99.2166019
"MEXICO","ATIZAPAN DE ZARAGOZA","E07312",111432,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","BOULEVARD ADOLFO LOPEZ MATEOS NOS. 17 Y 37","El Potrero","52975","5262 38 00","vruiz@hidrosina.com.mx","22-Dec-03","S","S","N",19.5531788,-99.2410239
"MEXICO","ATIZAPAN DE ZARAGOZA","E07487",111607,"SERVICIO AGUA AZUL S.A. DE C.V.","CARRETERA LAGO DE GUADALUPE KM.1 MZ. 124 LT. 3","SAN MIGUEL XOCHIMANGA","52927","53-05-51-14","es7487@corpogas.com.mx,gerardo@corpogas.com.mx,fel","20-Feb-04","S","S","N",19.5799318,-99.2166019
"MEXICO","ATIZAPAN DE ZARAGOZA","E07726",111846,"SERVICIO LOS ABETOS, S.A. DE C.V.","CARRETERA LAGO DE GUADALUPE MZ. 8 LT.1 NO. 495","Bosques de Ixtacala","52919","26029546  26029423","joseluisgulias@hotmail.com","6-Oct-04","S","S","S",19.5799318,-99.2166019
"MEXICO","ATIZAPAN DE ZARAGOZA","E08565",112685,"SERVICIO RENDIDOR, S.A. DE C.V.","CARRETERA LAGO DE GUADALUPE KM. 5.7 S/N","Ejidos de San Miguel Chalma","52928","52939303 y cel 04455","alberto_micha@yahoo.com","27-Jul-06","S","S","S",19.6092052,-99.2369056
"MEXICO","ATIZAPAN DE ZARAGOZA","E08601",112721,"OITABEN GAS, S.A. DE C.V.","CARRETERA AL LAGO DE GUADALUPE MANZANA 129 LOTE 14 S/N","LAS PENITAS","52920","5545207120","mpedregal@prodigy.net.mx","31-Jul-06","S","S","S",19.5896588,-99.2189838
"MEXICO","ATIZAPAN DE ZARAGOZA","E08784",112904,"PETROMAX, S.A. DE C.V.","Calzada San Mateo No. 42","San Juan Bosco","52946","81-8130-68-50","itza.terrazas@petro-7.com.mx","29-Jan-07","S","S","N",20.6888266,-103.3138779
"MEXICO","ATIZAPAN DE ZARAGOZA","E08884",113004,"ESTACION DE SERVICIO COMARCA S.A. DE C.V.","BOULEVARD IGBNACIO ZARAGOZA NO. 138 MZ. 43  LT. 1 ","Lomas de Tepalcapa","52928","-21644541","hector.martinez@grupocomarca.com, falbarran.robles","12-Aug-08","S","S","S",19.5891511,-99.2432239
"MEXICO","ATIZAPAN DE ZARAGOZA","E09189",113309,"SERVICIO EXPRESS ATIZAPAN, S.A. DE C.V.","ITALIA MZ. 46, LOTE 1","MEXICO 86","52915","21642310","servicioexpressatizapan@yahoo.com.mx","7-Feb-08","S","S","N",31.2629203,-110.9539471
"MEXICO","ATIZAPAN DE ZARAGOZA","E09247",113367,"SUPER SERVICIO ATIZAPAN, S.A. DE C.V.","AV. HIDALGO NO. 66","PRESIDENTE ADOLFO LOPEZ MATEOS","52900","52033666","atizapan-vol@saigsa.com.mx","5-Dec-08","S","S","S",19.4202748,-99.0723139
"MEXICO","ATIZAPAN DE ZARAGOZA","E09522",113642,"GASOLINERA VALLE DE GUADALUPE, S.A. DE C.V.","Carretera Lago de Guadalupe Km. 5.5","Villas de la Hacienda","52929","5558195682","gasvallegpe@gmail.com","5-Nov-08","S","S","S",19.6092052,-99.2369056
"MEXICO","ATIZAPAN DE ZARAGOZA","E10316",114436,"SERVICIO MATEO, S.A. DE C.V.","CALZADA SAN MATEO NO. 4","CENTRO ATIZAPAN","52901","52-50-91-02","mateo@grupocyma.com.mx","13-Mar-12","S","S","S",19.5899504,-99.2289926
"MEXICO","ATIZAPAN DE ZARAGOZA","E10467",114587,"SERVICIO RIO AVIA, S.A. DE C.V.","BOULEVARD IGNACIO ZARAGOZA NO. 185","Lomas de las Torres","52918","21646036","rioavia@meigascorp.com","29-Sep-10","S","S","S",19.5973405,-99.2693243
"MEXICO","ATIZAPAN DE ZARAGOZA","E11053",115173,"SERVICIO LOMAS MADIN, S.A. DE C.V.","AV. ADOLFO RUIZ CORTINES NO. 389 MANZ. 1 LOTE 1","Lomas de Atizapan","52977","5552-512006","","5-Dec-11","S","S","N",19.5520217,-99.2633141
"MEXICO","ATIZAPAN DE ZARAGOZA","E11425",115545,"VEXAL, S.A. DE C.V.","ADOLFO RUIZ CORTINEZ LOTE 33 MANZ. 1 #245","LOMAS DE ATIZAPAN","52977","16689242","","7-Dec-12","S","S","S",19.5520217,-99.2633141
"MEXICO","ATIZAPAN DE ZARAGOZA","E11542",115662,"ADMINISTRADORA DE GASOLINERAS ESMEGAS, S.A. DE C.V.","AV. JIMENEZ CANTU S/N MZ.1 LT.2","FRACCIONAMIENTO LAGO ESMERALDA","52930","62676633","lalolig@hotmail.com","41368","S","S","S",18.63545,-100.333992
"MEXICO","ATIZAPAN DE ZARAGOZA","E11662",115782,"GASOLINERIA ITALICA, S.A. DE C.V.","AV. VALLE ESCONDIDO NO. 21, MZA XII, LOTE 2","BELLAVISTA","52995","55112186, 22083273","es11662@corpogas.com.mx, gerardo@corpogas.com.mx,","24-May-13","S","S","S",19.2625727,-99.1298763
"MEXICO","ATIZAPAN DE ZARAGOZA","E11693",115813,"ATIGAS, S.A. DE C.V.","BOULEVARD ADOLFO LOPEZ MATEOS S/N","FRACCIONAMIENTO LOMAS DE ATIZAPAN","52977","5545-5040","atigas@prodigy.net.mx","18-Oct-13","S","S","S",19.5520217,-99.2633141
"MEXICO","ATIZAPAN DE ZARAGOZA","E11940",116060,"GRUPO BATIZA, S.A. DE C.V.","CARRETERA VILLA NICOLAS ROMERO NO. 9","EX HACIENDA DEL PEDREGAL","52978","58701891","gbadilloelizondo@yahoo.com.mx","","N","N","N",19.6138248,-99.2996627
"MEXICO","ATIZAPAN DE ZARAGOZA","E12080",116200,"OPERADORA ADCLA,S.A. DE C.V.","CTO. JIMENEZ CANTU # 28-A MZ.V LT.6","LOMAS DE ATIZAPAN","52977","59897134","olopez@adcla.com.mx","27-Jun-14","S","S","S",19.5520217,-99.2633141
"MEXICO","ATIZAPAN DE ZARAGOZA","E12308",116428,"ALM GAS, S.A. DE C.V.","CARRETERA TLALNEPANTLA-NICOLAS ROMERO #242","ADOLFO LOPEZ MATEOS","52910","5545207120","mpedregal@prodigy.net.mx","","N","N","N",19.6092052,-99.2369056
"MEXICO","ATLACOMULCO","E04051",106614,"ORVI COMBUSTIBLES, S. A. DE C. V.","KM 1.0 CARRETERA PANAMERICANA TRAMO ATLACOMULCO ACAMBAY","ATLACOMULCO","50450","722 2707030 2707031","orviarza@prodigy.net. mx","13-Jun-94","S","S","S",19.7972482,-99.8822665
"MEXICO","ATLACOMULCO","E04878",106567,"OPERAGAS, S.A. DE C.V.","CARRET. TOLUCA-ATLACOMULCO KM. 56.5",".","00000","017 2124981","direccion@operagas.com","24-Feb-98","S","S","S",19.798005,-99.879857
